Year,Month,Day,Hour,Temperature,Irradiance
2021,2,24,13,33.28,684.38
2021,2,24,14,33.4,572.48
2021,2,24,15,32.85,409.68
2021,2,24,16,31.23,219.52
2021,2,24,17,27.57,48.34
2021,2,24,18,25.78,0
2021,2,24,19,24.67,0
2021,2,24,20,23.57,0
2021,2,24,21,22.73,0
2021,2,24,22,22.23,0
2021,2,24,23,21.89,0
2021,2,25,0,21.49,0
2021,2,25,1,20.95,0
2021,2,25,2,20.58,0
2021,2,25,3,19.97,0
2021,2,25,4,19.01,0
2021,2,25,5,17.9,0
2021,2,25,6,17.29,12.23
2021,2,25,7,20.05,116.8
2021,2,25,8,23.24,306.73
2021,2,25,9,28.11,474.96
2021,2,25,10,31.37,666.47
2021,2,25,11,32.98,746.8
2021,2,25,12,34.06,766.34
2021,2,25,13,34.6,711.61
2021,2,25,14,34.6,585.53
2021,2,25,15,33.94,407.97
2021,2,25,16,32.24,210.98
2021,2,25,17,27.69,47.72
2021,2,25,18,25.56,0
2021,2,25,19,24.98,0
2021,2,25,20,24.59,0
2021,2,25,21,24.32,0
2021,2,25,22,23.73,0
2021,2,25,23,22.65,0
2021,2,26,0,21.32,0
2021,2,26,1,20.15,0
2021,2,26,2,18.94,0
2021,2,26,3,17.89,0
2021,2,26,4,17.18,0
2021,2,26,5,16.69,0
2021,2,26,6,17.03,12.36
2021,2,26,7,21,127.76
2021,2,26,8,25.17,322.22
2021,2,26,9,30.73,523.84
2021,2,26,10,33.53,714.76
2021,2,26,11,35.05,714.68
2021,2,26,12,35.73,756.24
2021,2,26,13,35.98,716.45
2021,2,26,14,35.73,599.69
2021,2,26,15,34.93,448.46
2021,2,26,16,33.21,224.43
2021,2,26,17,29.01,45.72
2021,2,26,18,27.09,0
2021,2,26,19,26.25,0
2021,2,26,20,25.39,0
2021,2,26,21,24.59,0
2021,2,26,22,23.64,0
2021,2,26,23,22.8,0
2021,2,27,0,21.82,0
2021,2,27,1,21.02,0
2021,2,27,2,20.25,0
2021,2,27,3,19.54,0
2021,2,27,4,19,0
2021,2,27,5,18.61,0
2021,2,27,6,18.63,13.23
2021,2,27,7,21.55,133.69
2021,2,27,8,24.83,308.68
2021,2,27,9,30.3,536.03
2021,2,27,10,33.44,628.93
2021,2,27,11,34.73,755.03
2021,2,27,12,35.45,777.41
2021,2,27,13,35.79,725.89
2021,2,27,14,35.65,592.09
2021,2,27,15,34.91,416.65
2021,2,27,16,33.27,220.88
2021,2,27,17,28.49,52.5
2021,2,27,18,26.4,0
2021,2,27,19,26.34,0
2021,2,27,20,26.55,0
2021,2,27,21,25.23,0
2021,2,27,22,23.33,0
2021,2,27,23,21.76,0
2021,2,28,0,20.63,0
2021,2,28,1,19.77,0
2021,2,28,2,19.08,0
2021,2,28,3,18.53,0
2021,2,28,4,18.15,0
2021,2,28,5,17.9,0
2021,2,28,6,18.37,14.2
2021,2,28,7,21.94,141.64
2021,2,28,8,26,349.6
2021,2,28,9,30.55,560.36
2021,2,28,10,33.76,741.27
2021,2,28,11,35.55,796.26
2021,2,28,12,36.44,809.2
2021,2,28,13,36.83,748.79
2021,2,28,14,36.71,618.49
2021,2,28,15,35.94,450.31
2021,2,28,16,34.23,235.85
2021,2,28,17,30.62,55.92
2021,2,28,18,29.58,0
2021,2,28,19,28.56,0
2021,2,28,20,26.82,0
2021,2,28,21,25.27,0
2021,2,28,22,24.01,0
2021,2,28,23,23.12,0
2021,3,1,0,22.42,0
2021,3,1,1,21.68,0
2021,3,1,2,20.97,0
2021,3,1,3,20.36,0
2021,3,1,4,19.87,0
2021,3,1,5,19.44,0
2021,3,1,6,19.95,12.84
2021,3,1,7,24.03,125.78
2021,3,1,8,28.31,305.72
2021,3,1,9,32.47,474.32
2021,3,1,10,34.67,649.05
2021,3,1,11,35.97,652.77
2021,3,1,12,36.63,695.22
2021,3,1,13,36.91,642.48
2021,3,1,14,36.73,567.45
2021,3,1,15,36.01,412.64
2021,3,1,16,34.56,200.77
2021,3,1,17,31.23,49.38
2021,3,1,18,28.79,0
2021,3,1,19,27.41,0
2021,3,1,20,26.29,0
2021,3,1,21,25.38,0
2021,3,1,22,24.68,0
2021,3,1,23,24.04,0
2021,3,2,0,23.37,0
2021,3,2,1,22.69,0
2021,3,2,2,22.02,0
2021,3,2,3,21.54,0
2021,3,2,4,21.19,0
2021,3,2,5,20.86,0
2021,3,2,6,20.74,14.38
2021,3,2,7,23.26,138.52
2021,3,2,8,26.71,348.44
2021,3,2,9,31.65,511.91
2021,3,2,10,33.65,725.8
2021,3,2,11,34.94,812.16
2021,3,2,12,35.67,834.2
2021,3,2,13,35.99,774.28
2021,3,2,14,35.81,649.84
2021,3,2,15,35.08,470.55
2021,3,2,16,33.76,247.46
2021,3,2,17,30.61,60.61
2021,3,2,18,28.63,0
2021,3,2,19,27.26,0
2021,3,2,20,26.06,0
2021,3,2,21,24.9,0
2021,3,2,22,24.25,0
2021,3,2,23,23.57,0
2021,3,3,0,22.55,0
2021,3,3,1,21.51,0
2021,3,3,2,20.73,0
2021,3,3,3,20.15,0
2021,3,3,4,19.61,0
2021,3,3,5,19.1,0
2021,3,3,6,19.35,15.48
2021,3,3,7,22.53,130.95
2021,3,3,8,26.41,304.08
2021,3,3,9,30.11,483.29
2021,3,3,10,32.26,644.33
2021,3,3,11,33.65,628.67
2021,3,3,12,34.49,718.59
2021,3,3,13,34.83,716.45
2021,3,3,14,34.68,601.8
2021,3,3,15,34.05,434.88
2021,3,3,16,32.73,228.29
2021,3,3,17,28.52,55.64
2021,3,3,18,25.38,0
2021,3,3,19,24.13,0
2021,3,3,20,23.09,0
2021,3,3,21,22.41,0
2021,3,3,22,22.08,0
2021,3,3,23,21.76,0
2021,3,4,0,21.26,0
2021,3,4,1,20.49,0
2021,3,4,2,19.9,0
2021,3,4,3,19.3,0
2021,3,4,4,18.7,0
2021,3,4,5,18.19,0
2021,3,4,6,17.99,15.14
2021,3,4,7,20.29,153.68
2021,3,4,8,23.87,356.66
2021,3,4,9,28.69,561.41
2021,3,4,10,31.91,737.94
2021,3,4,11,33.58,775.52
2021,3,4,12,34.66,814.92
2021,3,4,13,35.24,769.41
2021,3,4,14,35.28,642.16
2021,3,4,15,34.61,435.94
2021,3,4,16,33.08,229.37
2021,3,4,17,28.49,58.98
2021,3,4,18,25.77,0
2021,3,4,19,24.68,0
2021,3,4,20,23.8,0
2021,3,4,21,23.14,0
2021,3,4,22,22.31,0
2021,3,4,23,21.15,0
2021,3,5,0,20.1,0
2021,3,5,1,19.52,0
2021,3,5,2,19.23,0
2021,3,5,3,18.88,0
2021,3,5,4,18.56,0
2021,3,5,5,18.33,0
2021,3,5,6,19.04,16.77
2021,3,5,7,23.06,138.91
2021,3,5,8,26.44,307.13
2021,3,5,9,29.89,484.84
2021,3,5,10,32.84,657.19
2021,3,5,11,34.89,673.73
2021,3,5,12,35.87,662.41
2021,3,5,13,36.35,672.02
2021,3,5,14,36.27,567.64
2021,3,5,15,35.66,417.55
2021,3,5,16,34.21,211.32
2021,3,5,17,30.03,50.19
2021,3,5,18,28.23,0
2021,3,5,19,27.94,0
2021,3,5,20,26.67,0
2021,3,5,21,24.42,0
2021,3,5,22,23.62,0
2021,3,5,23,23.14,0
2021,3,6,0,22.77,0
2021,3,6,1,22.12,0
2021,3,6,2,21.71,0
2021,3,6,3,21.37,0
2021,3,6,4,21.23,0
2021,3,6,5,20.89,0
2021,3,6,6,21.2,14.81
2021,3,6,7,24.28,156.27
2021,3,6,8,27.16,365.38
2021,3,6,9,30.01,560.38
2021,3,6,10,32.75,747.74
2021,3,6,11,34.94,738.04
2021,3,6,12,36.24,773.15
2021,3,6,13,36.78,721.55
2021,3,6,14,36.71,601.57
2021,3,6,15,36.12,434.72
2021,3,6,16,34.84,245.55
2021,3,6,17,30.74,55.02
2021,3,6,18,27.87,0
2021,3,6,19,26.68,0
2021,3,6,20,25.59,0
2021,3,6,21,24.73,0
2021,3,6,22,24.16,0
2021,3,6,23,23.69,0
2021,3,7,0,23.19,0
2021,3,7,1,22.51,0
2021,3,7,2,21.7,0
2021,3,7,3,20.83,0
2021,3,7,4,20.17,0
2021,3,7,5,19.7,0
2021,3,7,6,20.1,20.23
2021,3,7,7,23.23,129.16
2021,3,7,8,27.48,301.41
2021,3,7,9,32.16,483.77
2021,3,7,10,34.4,662.02
2021,3,7,11,35.77,654.41
2021,3,7,12,36.42,725.97
2021,3,7,13,36.76,672.4
2021,3,7,14,36.64,564.13
2021,3,7,15,35.93,400.39
2021,3,7,16,34.43,237.15
2021,3,7,17,30.13,51.7
2021,3,7,18,27.23,0
2021,3,7,19,26.1,0
2021,3,7,20,24.87,0
2021,3,7,21,23.8,0
2021,3,7,22,23.12,0
2021,3,7,23,22.76,0
2021,3,8,0,22.38,0
2021,3,8,1,21.98,0
2021,3,8,2,21.57,0
2021,3,8,3,21.14,0
2021,3,8,4,20.72,0
2021,3,8,5,20.36,0
2021,3,8,6,20.89,19.69
2021,3,8,7,24.04,137.39
2021,3,8,8,27.29,319.08
2021,3,8,9,30.66,504.91
2021,3,8,10,33.16,650.08
2021,3,8,11,34.93,667.29
2021,3,8,12,36.03,737.28
2021,3,8,13,36.64,675.58
2021,3,8,14,36.69,575.96
2021,3,8,15,36.15,409.73
2021,3,8,16,34.86,236.24
2021,3,8,17,31.11,52.36
2021,3,8,18,29.3,0
2021,3,8,19,28.82,0
2021,3,8,20,27.33,0
2021,3,8,21,25.58,0
2021,3,8,22,24.03,0
2021,3,8,23,23.06,0
2021,3,9,0,22.39,0
2021,3,9,1,21.77,0
2021,3,9,2,21.11,0
2021,3,9,3,20.55,0
2021,3,9,4,20.23,0
2021,3,9,5,20.12,0
2021,3,9,6,21,18.07
2021,3,9,7,24.49,130.49
2021,3,9,8,27.6,287.42
2021,3,9,9,30.83,447.89
2021,3,9,10,33.73,662.14
2021,3,9,11,35.75,637.04
2021,3,9,12,36.91,655.24
2021,3,9,13,37.52,619.71
2021,3,9,14,37.53,502.59
2021,3,9,15,36.8,316.06
2021,3,9,16,35.5,174.62
2021,3,9,17,32.26,46.41
2021,3,9,18,30.24,0
2021,3,9,19,28.83,0
2021,3,9,20,27.51,0
2021,3,9,21,26.19,0
2021,3,9,22,25.19,0
2021,3,9,23,24.44,0
2021,3,10,0,23.88,0
2021,3,10,1,23.64,0
2021,3,10,2,23.58,0
2021,3,10,3,23.56,0
2021,3,10,4,23.48,0
2021,3,10,5,23.27,0
2021,3,10,6,23.55,17.52
2021,3,10,7,25.3,116.08
2021,3,10,8,27.95,251.02
2021,3,10,9,31.28,377.98
2021,3,10,10,33.99,506.87
2021,3,10,11,35.01,530.19
2021,3,10,12,35.58,552.26
2021,3,10,13,35.86,487.53
2021,3,10,14,35.93,404.95
2021,3,10,15,35.26,295.22
2021,3,10,16,34.15,142.46
2021,3,10,17,31.84,36.94
2021,3,10,18,29.87,0
2021,3,10,19,29.15,0
2021,3,10,20,27.87,0
2021,3,10,21,26.78,0
2021,3,10,22,25.88,0
2021,3,10,23,25.07,0
2021,3,11,0,24.34,0
2021,3,11,1,23.66,0
2021,3,11,2,23.08,0
2021,3,11,3,22.58,0
2021,3,11,4,22.17,0
2021,3,11,5,21.85,0
2021,3,11,6,22.51,17.49
2021,3,11,7,25.08,99.17
2021,3,11,8,28.09,223.83
2021,3,11,9,31.83,334.95
2021,3,11,10,34.19,452.98
2021,3,11,11,35.73,596.88
2021,3,11,12,36.69,685.02
2021,3,11,13,37.13,597.7
2021,3,11,14,37.03,544.73
2021,3,11,15,36.44,393.15
2021,3,11,16,35.28,208.96
2021,3,11,17,32.94,53.07
2021,3,11,18,31.1,0
2021,3,11,19,30.2,0
2021,3,11,20,29.18,0
2021,3,11,21,28.15,0
2021,3,11,22,27.14,0
2021,3,11,23,26.19,0
2021,3,12,0,25.29,0
2021,3,12,1,24.55,0
2021,3,12,2,23.91,0
2021,3,12,3,23.34,0
2021,3,12,4,22.84,0
2021,3,12,5,22.41,0
2021,3,12,6,22.86,22.56
2021,3,12,7,25.19,136.45
2021,3,12,8,29.07,294.35
2021,3,12,9,32.41,461.88
2021,3,12,10,34.41,604.58
2021,3,12,11,35.82,613.48
2021,3,12,12,36.74,645.73
2021,3,12,13,37.38,624.83
2021,3,12,14,37.44,513.96
2021,3,12,15,36.91,390.05
2021,3,12,16,35.84,228.89
2021,3,12,17,33.14,51.62
2021,3,12,18,30.86,0
2021,3,12,19,30.01,0
2021,3,12,20,29.12,0
2021,3,12,21,28.06,0
2021,3,12,22,27.04,0
2021,3,12,23,26.13,0
2021,3,13,0,25.45,0
2021,3,13,1,25,0
2021,3,13,2,24.6,0
2021,3,13,3,24.21,0
2021,3,13,4,23.9,0
2021,3,13,5,23.58,0
2021,3,13,6,23.93,22.3
2021,3,13,7,25.72,149.66
2021,3,13,8,29.7,351.47
2021,3,13,9,32.83,521.88
2021,3,13,10,34.44,675.6
2021,3,13,11,35.63,642.04
2021,3,13,12,36.38,659.8
2021,3,13,13,36.65,590.67
2021,3,13,14,36.23,495.88
2021,3,13,15,35.19,376.66
2021,3,13,16,33.94,208.33
2021,3,13,17,31.94,49.04
2021,3,13,18,29.9,0
2021,3,13,19,28.76,0
2021,3,13,20,27.46,0
2021,3,13,21,26.37,0
2021,3,13,22,25.54,0
2021,3,13,23,25.06,0
2021,3,14,0,24.7,0
2021,3,14,1,24.28,0
2021,3,14,2,23.69,0
2021,3,14,3,22.94,0
2021,3,14,4,22.21,0
2021,3,14,5,21.6,0
2021,3,14,6,22.02,19.73
2021,3,14,7,24.34,131.19
2021,3,14,8,28.48,303.55
2021,3,14,9,31.5,489.68
2021,3,14,10,33.4,675.06
2021,3,14,11,34.87,787.74
2021,3,14,12,35.95,811.02
2021,3,14,13,36.45,763.09
2021,3,14,14,36.38,640.02
2021,3,14,15,35.77,453.9
2021,3,14,16,34.61,247.04
2021,3,14,17,31.56,68.44
2021,3,14,18,28.08,0
2021,3,14,19,27.01,0
2021,3,14,20,26.26,0
2021,3,14,21,25.88,0
2021,3,14,22,25.7,0
2021,3,14,23,25.59,0
2021,3,15,0,25.37,0
2021,3,15,1,24.85,0
2021,3,15,2,24.19,0
2021,3,15,3,23.3,0
2021,3,15,4,22.31,0
2021,3,15,5,21.45,0
2021,3,15,6,21.36,27.08
2021,3,15,7,23.52,170.48
2021,3,15,8,28.01,393.39
2021,3,15,9,31.44,583.29
2021,3,15,10,33.27,646.32
2021,3,15,11,34.68,882.52
2021,3,15,12,35.62,886.09
2021,3,15,13,36.14,819.26
2021,3,15,14,36.19,677.61
2021,3,15,15,35.72,496.01
2021,3,15,16,34.69,274.57
2021,3,15,17,31.82,72.21
2021,3,15,18,29.11,0
2021,3,15,19,28.13,0
2021,3,15,20,27.29,0
2021,3,15,21,26.55,0
2021,3,15,22,25.89,0
2021,3,15,23,25.43,0
2021,3,16,0,24.94,0
2021,3,16,1,24.34,0
2021,3,16,2,23.94,0
2021,3,16,3,23.37,0
2021,3,16,4,22.81,0
2021,3,16,5,22.27,0
2021,3,16,6,22.31,24.59
2021,3,16,7,24.9,193.5
2021,3,16,8,29.85,425.41
2021,3,16,9,33.31,593.6
2021,3,16,10,35.05,808.45
2021,3,16,11,36.37,875.55
2021,3,16,12,37.16,886.2
2021,3,16,13,37.57,830.88
2021,3,16,14,37.53,697.55
2021,3,16,15,36.86,509.44
2021,3,16,16,35.62,260.84
2021,3,16,17,31.87,71.83
2021,3,16,18,28.76,0
2021,3,16,19,27.88,0
2021,3,16,20,27.29,0
2021,3,16,21,26.9,0
2021,3,16,22,26.19,0
2021,3,16,23,25.3,0
2021,3,17,0,24.48,0
2021,3,17,1,23.71,0
2021,3,17,2,23.08,0
2021,3,17,3,22.73,0
2021,3,17,4,22.31,0
2021,3,17,5,21.9,0
2021,3,17,6,22.01,27.35
2021,3,17,7,24.26,204.6
2021,3,17,8,28.86,400.82
2021,3,17,9,33.19,596.41
2021,3,17,10,34.96,747.62
2021,3,17,11,36.19,851.19
2021,3,17,12,37.01,884.83
2021,3,17,13,37.38,839.19
2021,3,17,14,37.25,703.12
2021,3,17,15,36.6,508.01
2021,3,17,16,35.35,283.79
2021,3,17,17,31.8,73.7
2021,3,17,18,29.32,0
2021,3,17,19,28.69,0
2021,3,17,20,28.25,0
2021,3,17,21,27.55,0
2021,3,17,22,26.55,0
2021,3,17,23,25.44,0
2021,3,18,0,24.51,0
2021,3,18,1,24,0
2021,3,18,2,23.51,0
2021,3,18,3,23.14,0
2021,3,18,4,22.9,0
2021,3,18,5,22.47,0
2021,3,18,6,22.3,29.75
2021,3,18,7,24.66,204.38
2021,3,18,8,28.57,390.4
2021,3,18,9,33.75,576.38
2021,3,18,10,35.9,755.38
2021,3,18,11,37.25,782.56
2021,3,18,12,37.89,799.25
2021,3,18,13,38.22,758.84
2021,3,18,14,38.12,578.27
2021,3,18,15,37.55,411.77
2021,3,18,16,36.33,231.16
2021,3,18,17,32.9,57.88
2021,3,18,18,30.39,0
2021,3,18,19,29.62,0
2021,3,18,20,28.7,0
2021,3,18,21,27.97,0
2021,3,18,22,26.95,0
2021,3,18,23,25.89,0
2021,3,19,0,24.76,0
2021,3,19,1,23.98,0
2021,3,19,2,23.11,0
2021,3,19,3,22.23,0
2021,3,19,4,21.44,0
2021,3,19,5,20.76,0
2021,3,19,6,21.3,30.59
2021,3,19,7,24.3,168.66
2021,3,19,8,27.72,329.05
2021,3,19,9,32.98,493.88
2021,3,19,10,35.72,618.18
2021,3,19,11,37.26,687.96
2021,3,19,12,38.25,734.02
2021,3,19,13,38.65,649.8
2021,3,19,14,38.39,531.07
2021,3,19,15,37.69,418.98
2021,3,19,16,36.55,242.87
2021,3,19,17,33.17,65.84
2021,3,19,18,30.56,0
2021,3,19,19,29.64,0
2021,3,19,20,28.83,0
2021,3,19,21,28.06,0
2021,3,19,22,27.37,0
2021,3,19,23,26.78,0
2021,3,20,0,26.3,0
2021,3,20,1,25.94,0
2021,3,20,2,25.51,0
2021,3,20,3,24.8,0
2021,3,20,4,24.01,0
2021,3,20,5,23.49,0
2021,3,20,6,23.98,31.98
2021,3,20,7,26.12,177.41
2021,3,20,8,28.42,342.73
2021,3,20,9,32.17,507.62
2021,3,20,10,34.41,629.55
2021,3,20,11,35.78,685.68
2021,3,20,12,36.93,699.4
2021,3,20,13,37.74,635.1
2021,3,20,14,37.85,488.84
2021,3,20,15,37.3,349.32
2021,3,20,16,36.32,188.2
2021,3,20,17,34.05,54.09
2021,3,20,18,31.98,0
2021,3,20,19,30.67,0
2021,3,20,20,29.58,0
2021,3,20,21,28.37,0
2021,3,20,22,27.29,0
2021,3,20,23,26.5,0
2021,3,21,0,25.94,0
2021,3,21,1,25.51,0
2021,3,21,2,25.06,0
2021,3,21,3,24.54,0
2021,3,21,4,23.88,0
2021,3,21,5,23.14,0
2021,3,21,6,23.54,28.47
2021,3,21,7,26.14,150.16
2021,3,21,8,30.71,325.4
2021,3,21,9,34.71,498.8
2021,3,21,10,36.73,611.72
2021,3,21,11,38.15,730.37
2021,3,21,12,39,683.98
2021,3,21,13,39.4,622.47
2021,3,21,14,39.33,514.71
2021,3,21,15,38.84,376.68
2021,3,21,16,37.81,201.4
2021,3,21,17,35.51,61.45
2021,3,21,18,33.35,0
2021,3,21,19,32.05,0
2021,3,21,20,30.84,0
2021,3,21,21,29.81,0
2021,3,21,22,28.9,0
2021,3,21,23,28.12,0
2021,3,22,0,27.85,0
2021,3,22,1,27.55,0
2021,3,22,2,27.07,0
2021,3,22,3,26.55,0
2021,3,22,4,25.83,0
2021,3,22,5,25.3,0
2021,3,22,6,25.54,30.62
2021,3,22,7,28.08,176.38
2021,3,22,8,32.72,342.25
2021,3,22,9,36.27,522.52
2021,3,22,10,38.26,719.16
2021,3,22,11,39.48,757.75
2021,3,22,12,40.16,793.78
2021,3,22,13,40.44,741.76
2021,3,22,14,40.29,620.05
2021,3,22,15,39.63,446.91
2021,3,22,16,38.48,260.7
2021,3,22,17,35.48,69.38
2021,3,22,18,32.47,0
2021,3,22,19,31.53,0
2021,3,22,20,30.83,0
2021,3,22,21,30.37,0
2021,3,22,22,29.65,0
2021,3,22,23,28.62,0
2021,3,23,0,27.51,0
2021,3,23,1,26.71,0
2021,3,23,2,26.26,0
2021,3,23,3,25.8,0
2021,3,23,4,25.33,0
2021,3,23,5,24.9,0
2021,3,23,6,25.27,32.16
2021,3,23,7,27.68,180.63
2021,3,23,8,32.47,351.93
2021,3,23,9,36.28,528.34
2021,3,23,10,38.39,719.31
2021,3,23,11,39.82,741.39
2021,3,23,12,40.34,798.01
2021,3,23,13,40.59,735.85
2021,3,23,14,40.42,602.7
2021,3,23,15,39.83,435.08
2021,3,23,16,38.67,233.27
2021,3,23,17,35.51,65.26
2021,3,23,18,32.56,0
2021,3,23,19,31.63,0
2021,3,23,20,30.95,0
2021,3,23,21,30.73,0
2021,3,23,22,30.63,0
2021,3,23,23,29.8,0
2021,3,24,0,28.32,0
2021,3,24,1,27.05,0
2021,3,24,2,26.2,0
2021,3,24,3,25.56,0
2021,3,24,4,24.98,0
2021,3,24,5,24.54,0
2021,3,24,6,25.31,37.67
2021,3,24,7,27.58,170.86
2021,3,24,8,31.31,355.2
2021,3,24,9,34.41,534.25
2021,3,24,10,36.5,585.68
2021,3,24,11,37.63,642.09
2021,3,24,12,38.81,675.32
2021,3,24,13,39.61,644.02
2021,3,24,14,39.49,530.27
2021,3,24,15,38.69,370.19
2021,3,24,16,37.75,200.03
2021,3,24,17,35.4,68.44
2021,3,24,18,33.62,0
2021,3,24,19,32.5,0
2021,3,24,20,31.18,0
2021,3,24,21,29.83,0
2021,3,24,22,28.62,0
2021,3,24,23,27.8,0
2021,3,25,0,27.23,0
2021,3,25,1,26.76,0
2021,3,25,2,26.37,0
2021,3,25,3,26.03,0
2021,3,25,4,25.64,0
2021,3,25,5,25.18,0
2021,3,25,6,25.77,30.65
2021,3,25,7,28.4,168.53
2021,3,25,8,32.52,336.86
2021,3,25,9,36.22,521.52
2021,3,25,10,37.94,672.7
2021,3,25,11,39.16,796.25
2021,3,25,12,39.98,811.34
2021,3,25,13,40.26,735.3
2021,3,25,14,40,624.39
2021,3,25,15,39.27,450.85
2021,3,25,16,37.97,251.38
2021,3,25,17,35.06,67.03
2021,3,25,18,30.99,0
2021,3,25,19,29.73,0
2021,3,25,20,28.76,0
2021,3,25,21,28.15,0
2021,3,25,22,27.77,0
2021,3,25,23,27.17,0
2021,3,26,0,26.49,0
2021,3,26,1,25.92,0
2021,3,26,2,25.4,0
2021,3,26,3,24.75,0
2021,3,26,4,23.98,0
2021,3,26,5,23.17,0
2021,3,26,6,23.99,31.1
2021,3,26,7,26.75,173.62
2021,3,26,8,30.29,345.21
2021,3,26,9,34,476.21
2021,3,26,10,36.46,680.56
2021,3,26,11,38.11,731.43
2021,3,26,12,38.97,766.16
2021,3,26,13,39.38,724.48
2021,3,26,14,39.3,589.17
2021,3,26,15,38.71,435.24
2021,3,26,16,37.63,239.45
2021,3,26,17,35.12,71.88
2021,3,26,18,32.58,0
2021,3,26,19,31.52,0
2021,3,26,20,30.55,0
2021,3,26,21,29.72,0
2021,3,26,22,28.76,0
2021,3,26,23,27.95,0
2021,3,27,0,27.41,0
2021,3,27,1,26.96,0
2021,3,27,2,26.37,0
2021,3,27,3,25.43,0
2021,3,27,4,24.23,0
2021,3,27,5,23.09,0
2021,3,27,6,23.7,37.84
2021,3,27,7,26.48,191.98
2021,3,27,8,30.69,374.12
2021,3,27,9,34.68,546.21
2021,3,27,10,36.67,736.82
2021,3,27,11,38.13,821.68
2021,3,27,12,39.15,860.72
2021,3,27,13,39.62,801.9
2021,3,27,14,39.54,648.66
2021,3,27,15,38.9,446.03
2021,3,27,16,37.83,238.19
2021,3,27,17,35.18,72.88
2021,3,27,18,32.05,0
2021,3,27,19,30.61,0
2021,3,27,20,29.55,0
2021,3,27,21,28.64,0
2021,3,27,22,27.61,0
2021,3,27,23,26.76,0
2021,3,28,0,26.13,0
2021,3,28,1,25.6,0
2021,3,28,2,25.12,0
2021,3,28,3,24.6,0
2021,3,28,4,24.03,0
2021,3,28,5,23.43,0
2021,3,28,6,24.23,33.38
2021,3,28,7,26.78,155.69
2021,3,28,8,30.98,322.33
2021,3,28,9,33.93,469
2021,3,28,10,35.99,604.48
2021,3,28,11,37.49,701.52
2021,3,28,12,38.4,672.58
2021,3,28,13,38.91,671.37
2021,3,28,14,38.91,582.27
2021,3,28,15,38.42,413.34
2021,3,28,16,37.41,224.64
2021,3,28,17,35.4,68.07
2021,3,28,18,33.08,0
2021,3,28,19,31.94,0
2021,3,28,20,30.72,0
2021,3,28,21,29.82,0
2021,3,28,22,29.09,0
2021,3,28,23,28.4,0
2021,3,29,0,27.47,0
2021,3,29,1,26.55,0
2021,3,29,2,25.72,0
2021,3,29,3,25.02,0
2021,3,29,4,24.43,0
2021,3,29,5,23.94,0
2021,3,29,6,25.05,34.89
2021,3,29,7,28,156.97
2021,3,29,8,31.7,307.87
2021,3,29,9,34.64,467.37
2021,3,29,10,36.68,679.51
2021,3,29,11,38.17,666.12
2021,3,29,12,39.27,682.6
2021,3,29,13,39.84,677.89
2021,3,29,14,39.88,525.07
2021,3,29,15,39.13,368.9
2021,3,29,16,37.86,196.84
2021,3,29,17,35.76,61.45
2021,3,29,18,33.58,0
2021,3,29,19,32.09,0
2021,3,29,20,30.75,0
2021,3,29,21,29.73,0
2021,3,29,22,28.65,0
2021,3,29,23,27.72,0
2021,3,30,0,27.05,0
2021,3,30,1,26.52,0
2021,3,30,2,26.01,0
2021,3,30,3,25.62,0
2021,3,30,4,25.3,0
2021,3,30,5,24.94,0
2021,3,30,6,25.63,36.29
2021,3,30,7,28.12,163.12
2021,3,30,8,31.72,330.09
2021,3,30,9,35.44,497.12
2021,3,30,10,38.23,686.25
2021,3,30,11,40.18,663.02
2021,3,30,12,41.3,697.13
2021,3,30,13,41.89,668.06
2021,3,30,14,41.98,555.19
2021,3,30,15,41.56,440.66
2021,3,30,16,40.58,212.62
2021,3,30,17,37.16,67.08
2021,3,30,18,33.38,0
2021,3,30,19,32.21,0
2021,3,30,20,31.15,0
2021,3,30,21,30.05,0
2021,3,30,22,28.87,0
2021,3,30,23,27.91,0
2021,3,31,0,27.18,0
2021,3,31,1,26.45,0
2021,3,31,2,25.75,0
2021,3,31,3,25.17,0
2021,3,31,4,24.76,0
2021,3,31,5,24.47,0
2021,3,31,6,25.61,39.44
2021,3,31,7,28.32,185.32
2021,3,31,8,31.89,361.09
2021,3,31,9,35.54,563.55
2021,3,31,10,39.07,697.98
2021,3,31,11,41.83,709.17
2021,3,31,12,43.22,743.91
2021,3,31,13,43.68,674.57
2021,3,31,14,43.41,566.47
2021,3,31,15,42.62,411.88
2021,3,31,16,41.19,217.73
2021,3,31,17,37.29,63.17
2021,3,31,18,33.66,0
2021,3,31,19,32.04,0
2021,3,31,20,30.76,0
2021,3,31,21,29.19,0
2021,3,31,22,28.02,0
2021,3,31,23,27.04,0
2021,4,1,0,26.3,0
2021,4,1,1,25.62,0
2021,4,1,2,25.06,0
2021,4,1,3,24.69,0
2021,4,1,4,24.39,0
2021,4,1,5,24.15,0
2021,4,1,6,25.51,43.99
2021,4,1,7,28.31,197.81
2021,4,1,8,31.49,397.96
2021,4,1,9,36.32,599.55
2021,4,1,10,39.15,773.8
2021,4,1,11,40.76,830.04
2021,4,1,12,41.69,844.78
2021,4,1,13,42.08,792.05
2021,4,1,14,41.97,658.98
2021,4,1,15,41.31,479.61
2021,4,1,16,40.12,260.82
2021,4,1,17,37.39,82.91
2021,4,1,18,33.8,0
2021,4,1,19,31.44,0
2021,4,1,20,30.11,0
2021,4,1,21,29.06,0
2021,4,1,22,28.07,0
