AÑO,CÓDIGO_MUNICIPIO,MUNICIPIO,CÓDIGO_DEPARTAMENTO,DEPARTAMENTO,CÓDIGO_ETC,ETC,POBLACIÓN_5_16,TASA_MATRICULACIÓN_5_16,COBERTURA_NETA,COBERTURA_NETA_TRANSICIÓN,COBERTURA_NETA_PRIMARIA,COBERTURA_NETA_SECUNDARIA,COBERTURA_NETA_MEDIA,COBERTURA_BRUTA,COBERTURA_BRUTA_TRANSICIÓN,COBERTURA_BRUTA_PRIMARIA,COBERTURA_BRUTA_SECUNDARIA,COBERTURA_BRUTA_MEDIA,TAMAÑO_PROMEDIO_DE_GRUPO,SEDES_CONECTADAS_A_INTERNET,DESERCIÓN,DESERCIÓN_TRANSICIÓN,DESERCIÓN_PRIMARIA,DESERCIÓN_SECUNDARIA,DESERCIÓN_MEDIA,APROBACIÓN,APROBACIÓN_TRANSICIÓN,APROBACIÓN_PRIMARIA,APROBACIÓN_SECUNDARIA,APROBACIÓN_MEDIA,REPROBACIÓN,REPROBACIÓN_TRANSICIÓN,REPROBACIÓN_PRIMARIA,REPROBACIÓN_SECUNDARIA,REPROBACIÓN_MEDIA,REPITENCIA,REPITENCIA_TRANSICIÓN,REPITENCIA_PRIMARIA,REPITENCIA_SECUNDARIA,REPITENCIA_MEDIA
2013,91536,Puerto Arica,91,Amazonas,3828.0,Amazonas (ETC),469,40.3,40.3,57.1,55.2,,,40.7,102.4,73.6,,,3.55,0.0,,,,,,100.0,0.0,100.0,,,0.0,0.0,0.0,0.0,0.0,,,5.41,0.0,0.0
2020,41013,Agrado,41,Huila,3790.0,Huila (ETC),2084,89.01,89.01,48.0,86.68,75.61,42.32,100.38,85.71,106.66,111.54,69.57,,,2.25,4.0,1.75,2.65,1.91,78.93,0.0,85.31,66.51,77.03,18.82,0.0,12.94,30.84,21.05,4.08,0.67,4.17,5.61,1.44
2019,17777,Supía,17,Caldas,3773.0,Caldas (ETC),5147,86.73,86.69,66.97,79.33,74.0,47.82,100.02,82.7,93.78,116.37,92.43,,,3.57,1.47,2.98,4.75,3.52,92.4,0.0,93.04,89.75,93.97,4.03,0.0,3.98,5.49,2.51,0.33,0.0,0.2,0.56,0.34
2012,25279,Fomeque,25,Cundinamarca,3785.0,Cundinamarca (ETC),2385,90.86,90.9,82.2,86.3,75.4,54.4,100.5,112.2,100.9,97.4,100.0,23.51,38.24,2.36,0.92,1.25,3.42,4.13,97.47,0.0,98.75,96.58,94.69,0.18,0.0,0.0,0.0,1.18,0.13,0.0,0.0,0.27,0.29
2016,5147,Carepa,5,Antioquia,3758.0,Antioquia (ETC),14813,81.2,81.18,46.11,80.05,65.15,29.86,102.98,71.19,122.74,101.84,70.3,32.694,15.0,4.2,2.36,3.1,6.45,3.67,92.55,0.0,93.92,88.8,94.39,3.25,0.0,2.98,4.76,1.94,1.25,0.0,1.12,1.91,0.51
2015,99001,Puerto Carreño,99,Vichada,3832.0,Vichada (ETC),4513,96.92,96.85,55.08,98.79,70.82,29.87,111.81,103.05,129.85,110.05,74.47,29.36,70.59,9.13,9.8,7.78,11.68,7.45,81.91,0.29,82.15,78.09,86.91,8.96,0.29,10.07,10.23,5.64,6.18,,5.37,7.76,4.74
2015,52385,La Llanada,52,Nariño,3798.0,Nariño (ETC),1390,63.81,63.81,38.39,56.29,55.81,27.88,78.71,63.39,75.51,96.06,55.77,17.49,0.0,1.14,,0.45,2.33,0.91,98.76,0.0,99.55,97.67,98.18,0.1,0.0,0.0,0.0,0.91,3.2,0.0,2.93,5.23,0.0
2019,52520,Francisco Pizarro,52,Nariño,3798.0,Nariño (ETC),3602,47.56,47.56,22.44,45.1,29.26,8.87,56.69,48.18,73.05,52.04,28.5,,,2.15,5.48,0.56,3.77,4.2,97.8,0.0,99.44,96.23,95.1,0.05,0.0,0.0,0.0,0.7,4.14,0.68,3.39,5.57,7.69
2019,41244,Elías,41,Huila,3790.0,Huila (ETC),924,80.95,80.95,49.3,83.6,78.86,39.87,82.9,60.56,96.56,88.96,48.1,,,3.0,2.33,1.37,5.67,1.32,90.73,0.0,93.42,84.75,96.05,6.27,0.0,5.21,9.57,2.63,1.57,0.0,1.37,2.13,1.32
2012,68705,Santa Bárbara,68,Santander,3808.0,Santander (ETC),491,92.87,92.9,73.8,100.0,75.9,33.3,99.4,128.6,116.3,95.2,55.2,13.23,8.33,1.43,,1.75,1.27,2.08,98.57,0.0,98.25,98.73,97.92,0.0,0.0,0.0,0.0,0.0,3.28,0.0,5.7,1.9,0.0
2011,85010,Aguazul,85,Casanare,3825.0,Casanare (ETC),8917,95.56,95.5,61.4,97.3,82.3,40.9,107.2,89.7,116.5,117.3,73.1,31.88,40.74,3.17,2.2,2.18,4.38,3.92,92.42,0.0,95.62,88.2,89.58,4.41,0.0,2.2,7.42,6.5,0.07,0.0,0.1,0.06,0.0
2023,68468,Molagavita,68,Santander,3808.0,Santander (ETC),793,64.94,64.94,55.1,63.73,48.97,47.3,70.87,89.8,74.51,66.21,66.22,,,2.27,0.0,3.51,1.15,2.44,91.67,0.0,92.98,86.78,93.9,6.06,0.0,3.51,12.07,3.66,4.92,2.27,5.26,5.75,3.66
2014,63594,Quimbaya,63,Quindio,3803.0,Quindio (ETC),6908,83.38,87.59,65.67,78.77,69.76,50.11,95.17,69.31,95.05,112.26,75.31,30.31,54.55,3.97,6.02,3.45,4.89,1.8,92.72,0.0,95.94,87.32,97.65,3.31,0.0,0.61,7.79,0.55,0.43,0.0,0.73,0.3,0.0
2015,5495,Nechí,5,Antioquia,3758.0,Antioquia (ETC),6528,99.92,99.92,76.98,112.85,59.8,16.28,123.68,114.03,184.05,94.61,37.77,31.83,35.29,5.32,3.31,3.78,10.23,1.71,90.77,0.0,91.56,85.93,95.89,3.91,0.0,4.66,3.83,2.4,3.17,0.32,3.43,4.0,0.68
2023,15106,Briceño,15,Boyacá,3769.0,Boyacá (ETC),415,87.95,87.95,63.33,89.16,80.95,51.39,95.18,90.0,98.19,99.32,81.94,,,2.28,7.41,1.84,2.05,1.69,94.68,0.0,96.32,91.78,98.31,3.04,0.0,1.84,6.16,0.0,5.32,0.0,3.68,10.27,0.0
2021,15104,Boyacá,15,Boyacá,3.7689999999999997,Boyacá (ETC),1.027,72.74,72.74,51.25,62.14,78.13,46.29,75.85,60.0,69.29,93.18,64.0,,,1.16,4.17,0.69,0.61,2.68,98.84,0.0,99.31,99.39,97.32,0.0,0.0,0.0,0.0,0.0,0.77,0.0,1.03,0.61,0.89
2012,5209,Concordia,5,Antioquia,3758.0,Antioquia (ETC),5170,80.87,80.9,60.4,81.9,55.7,20.8,92.7,76.4,116.2,84.7,51.0,19.11,62.79,7.12,5.57,6.94,7.84,7.29,88.71,0.0,88.62,92.16,71.73,4.18,0.0,4.44,0.0,,2.54,0.33,1.59,6.26,0.98
2018,50711,Vistahermosa,50,Meta,3796.0,Meta (ETC),4210,62.65,97.39,73.54,101.51,75.14,34.59,109.29,107.38,127.39,106.77,71.57,,,7.2,6.02,5.91,9.93,5.74,86.78,0.9,88.84,81.13,89.73,6.02,0.9,5.25,8.94,4.53,0.0,0.0,0.0,0.0,0.0
2012,76736,Sevilla,76,Valle del Cauca,3817.0,Valle del Cauca (ETC),9259,81.42,81.4,65.8,77.7,64.2,33.2,96.5,89.2,103.5,104.2,68.3,23.27,21.25,4.19,5.98,3.63,5.15,2.4,88.68,0.0,93.1,83.07,83.09,7.12,0.0,3.27,11.78,14.51,0.8,0.5,0.56,1.13,1.08
2023,17513,Pácora,17,Caldas,3773.0,Caldas (ETC),2254,81.77,81.72,63.24,73.65,74.97,58.62,94.1,81.08,86.72,101.33,104.51,,,2.89,5.33,2.66,3.07,1.92,93.23,0.67,94.18,91.23,94.87,3.87,0.67,3.16,5.7,3.21,7.13,4.0,7.47,10.09,1.28
2023,54003,Abrego,54,Norte de Santander,3801.0,Norte de Santander (ETC),7842,87.98,87.98,60.9,86.2,66.99,34.49,97.69,89.85,109.52,98.52,68.02,,,4.94,3.82,3.37,8.21,3.0,83.42,0.69,87.44,74.91,81.31,11.64,0.69,9.19,16.88,15.69,12.52,2.08,13.54,14.74,8.42
2013,5440,Marinilla,5,Antioquia,3758.0,Antioquia (ETC),12375,89.58,89.6,64.6,83.9,86.3,54.7,98.0,76.3,95.6,107.7,97.4,,75.0,2.33,1.2,1.58,3.62,2.05,91.29,0.0,92.92,90.98,83.31,6.38,0.0,5.5,5.4,14.64,1.25,0.0,1.0,2.12,0.66
2015,68679,San Gil,68,Santander,3808.0,Santander (ETC),8079,128.44,128.33,81.98,122.5,115.68,84.12,146.47,124.17,140.25,155.1,155.46,26.35,14.63,3.38,3.87,1.79,5.31,2.84,90.6,0.0,95.31,84.49,90.33,6.02,0.0,2.89,10.19,6.84,2.04,0.74,1.74,2.72,1.75
2018,47030,Algarrobo,47,Magdalena,3794.0,Magdalena (ETC),4284,106.54,93.88,72.88,87.71,66.95,42.32,120.54,123.84,125.12,117.3,112.95,,,1.4,0.83,1.37,1.59,1.41,92.91,0.0,93.43,90.61,92.71,5.68,0.0,5.2,7.8,5.88,3.49,6.06,3.17,4.09,0.71
2019,68705,Santa Bárbara,68,Santander,3808.0,Santander (ETC),451,78.94,78.94,51.35,80.0,70.2,39.74,84.7,78.38,89.73,94.04,57.69,,,1.62,3.45,0.0,3.08,2.22,98.38,0.0,100.0,96.92,97.78,0.0,0.0,0.0,0.0,0.0,2.7,0.0,1.81,3.85,4.44
2011,68773,Sucre,68,Santander,3808.0,Santander (ETC),2115,85.86,85.9,66.1,91.2,57.4,33.2,101.9,81.3,130.4,85.2,76.5,17.32,7.02,2.09,4.32,2.36,1.12,1.71,96.83,0.0,96.26,98.31,96.57,1.07,0.0,1.38,0.56,1.71,0.0,0.0,0.0,0.0,0.0
2013,8685,Santo Tomás,8,Atlántico,3764.0,Atlántico (ETC),5225,86.83,86.7,51.9,86.1,72.0,33.6,98.1,79.5,114.9,99.8,64.5,51.2,72.73,1.24,,1.2,0.65,3.86,96.1,2.11,94.13,98.35,94.59,2.66,2.11,4.67,1.0,1.54,2.32,1.69,4.09,1.24,0.19
2016,85440,Villanueva,85,Casanare,3825.0,Casanare (ETC),5803,117.8,117.7,81.46,121.45,99.69,61.97,128.21,113.75,139.69,130.6,102.64,29.396,87.5,3.68,3.23,2.94,5.29,2.41,91.84,0.0,95.08,85.65,93.4,4.48,0.0,1.99,9.06,4.19,1.28,0.0,0.69,2.62,0.63
2012,54347,Herrán,54,Norte de Santander,3801.0,Norte de Santander (ETC),873,45.59,45.6,28.6,46.4,37.2,19.4,54.1,48.6,55.4,56.3,49.4,20.83,13.33,5.5,8.82,2.16,10.19,,89.47,0.0,96.76,78.34,97.62,5.02,0.0,1.08,11.46,2.38,0.0,0.0,0.0,0.0,0.0
2015,15762,Sora,15,Boyacá,3769.0,Boyacá (ETC),757,83.62,83.62,53.85,80.5,70.75,62.93,90.36,78.46,91.95,91.7,89.66,26.11,22.22,0.91,,0.34,1.36,2.13,99.09,0.0,99.66,98.64,97.87,0.0,0.0,0.0,0.0,0.0,1.36,0.0,2.02,1.36,0.0
2011,68500,Oiba,68,Santander,3808.0,Santander (ETC),2797,79.05,79.1,47.4,72.1,71.9,48.9,91.1,65.0,83.9,108.2,88.8,22.08,44.44,3.22,3.95,2.56,3.17,4.9,96.38,0.0,97.13,96.71,93.66,0.39,0.0,0.31,0.12,1.44,0.26,0.0,0.51,0.12,0.0
2019,15051,Arcabuco,15,Boyacá,3769.0,Boyacá (ETC),1199,90.74,90.74,70.71,82.04,89.75,59.8,98.5,82.83,89.42,116.25,93.47,,,2.28,1.22,1.56,3.85,0.6,92.01,2.44,94.42,87.07,96.43,5.71,2.44,4.02,9.07,2.98,0.18,0.0,0.22,0.23,0.0
2015,91407,La Pedrera,91,Amazonas,3828.0,Amazonas (ETC),1605,56.76,56.76,34.97,61.18,27.94,9.33,64.98,69.93,87.59,48.9,31.11,11.5,20.0,1.32,,,4.37,5.56,98.68,0.0,100.0,95.63,94.44,0.0,0.0,0.0,0.0,0.0,1.52,3.0,1.99,0.0,0.0
2013,5209,Concordia,5,Antioquia,3758.0,Antioquia (ETC),5114,77.61,77.6,53.5,80.6,54.7,21.8,86.6,70.4,105.3,82.6,53.4,,74.42,3.68,6.79,4.69,1.69,0.92,96.08,0.0,95.31,98.31,96.02,0.24,0.0,0.0,0.0,3.06,1.82,0.0,1.59,3.43,0.93
2018,23574,Puerto Escondido,23,Córdoba,3781.0,Córdoba (ETC),5554,63.63,94.54,48.08,83.84,76.61,34.87,107.71,109.93,117.74,112.91,71.46,,,3.15,5.13,2.08,4.09,3.06,95.73,2.67,96.4,95.43,96.6,1.13,2.67,1.52,0.48,0.34,1.15,0.82,1.52,0.91,0.51
2012,66318,Guática,66,Risaralda,3805.0,Risaralda (ETC),3302,83.43,83.4,52.6,83.0,70.3,45.8,93.9,84.9,98.3,96.0,83.2,17.4,15.56,3.83,3.46,2.84,5.5,3.31,96.1,0.0,97.16,94.5,96.13,0.07,0.0,0.0,0.0,0.55,0.66,0.0,0.37,1.27,0.55
2012,25053,Arbeláez,25,Cundinamarca,3785.0,Cundinamarca (ETC),2966,74.65,74.7,52.2,69.1,61.3,43.8,86.3,81.6,85.1,93.6,76.7,10.54,50.0,3.13,2.94,3.25,3.46,2.02,96.87,0.0,96.75,96.54,97.98,0.0,0.0,0.0,0.0,0.0,5.39,0.49,2.85,10.26,4.38
2021,15550,Pisba,15,Boyacá,3.7689999999999997,Boyacá (ETC),414,74.64,74.64,58.33,71.59,63.97,30.3,85.51,66.67,86.93,96.32,69.7,,,0.0,0.0,0.0,0.0,0.0,93.93,0.0,92.81,93.2,96.97,6.07,0.0,7.19,6.8,3.03,2.24,0.0,3.27,1.94,0.0
2014,5361,Ituango,5,Antioquia,3758.0,Antioquia (ETC),5981,96.32,90.3,75.14,69.8,68.03,49.91,106.67,65.3,135.01,102.16,61.84,27.24,43.3,3.87,4.0,3.7,4.6,2.24,95.41,0.0,95.26,95.29,96.54,0.71,0.0,1.04,0.11,1.22,0.14,0.0,0.2,0.06,0.0
2021,15755,Socotá,15,Boyacá,3.7689999999999997,Boyacá (ETC),1.557,92.49,92.49,60.0,93.09,88.0,43.97,101.35,68.28,111.62,112.4,68.1,,,1.12,0.0,0.43,1.42,3.8,90.51,0.0,94.56,84.52,87.97,8.37,0.0,5.01,14.06,8.23,5.46,0.0,3.29,9.25,5.06
2017,70204,Colosó,70,Sucre,3813.0,Sucre (ETC),1293,129.4,129.39,89.91,120.74,115.62,47.91,149.57,136.7,161.11,170.63,85.12,15.649000000000001,46.67,0.91,1.34,0.49,1.55,0.0,82.43,2.01,82.64,75.27,98.62,16.66,2.01,16.87,23.18,1.38,0.51,0.0,0.12,1.24,0.0
2023,15696,Santa Sofía,15,Boyacá,3769.0,Boyacá (ETC),588,94.9,94.9,78.18,84.44,89.78,50.0,104.42,94.55,98.44,127.42,80.0,,,4.03,5.77,3.95,4.33,1.72,89.14,0.0,91.7,83.65,93.1,6.83,0.0,4.35,12.02,5.17,6.13,0.0,9.09,5.77,0.0
2022,66045,Apía,66,Risaralda,3805.0,Risaralda (ETC),2186,79.28,79.28,50.89,79.11,66.09,50.94,89.48,72.78,90.17,93.86,86.6,,,6.56,9.76,6.58,7.2,3.47,92.05,0.0,92.43,91.33,93.44,1.39,0.0,0.99,1.47,3.09,2.39,0.0,2.11,3.6,1.54
2021,52720,Sapuyes,52,Nariño,3.798,Nariño (ETC),1.157,78.39,78.39,77.65,70.76,68.89,46.12,86.6,92.94,79.91,95.56,81.28,,,1.4,0.0,1.4,2.33,0.0,98.0,0.0,98.6,96.64,98.88,0.6,0.0,0.0,1.03,1.12,5.59,0.0,5.03,9.56,0.56
2012,54670,San Calixto,54,Norte de Santander,3801.0,Norte de Santander (ETC),3967,63.95,64.0,38.7,73.3,16.7,5.0,108.2,74.9,137.1,117.7,31.4,24.32,5.71,12.18,3.39,,1.65,,87.82,0.0,84.89,98.35,100.0,0.0,0.0,0.0,0.0,0.0,1.71,0.0,2.21,0.0,0.0
2018,27600,Río Quito,27,Chocó,3789.0,Chocó (ETC),2176,79.73,93.84,67.72,97.55,53.62,23.87,127.53,114.29,152.35,107.24,108.76,,,2.71,11.57,1.93,2.11,0.4,90.8,0.0,90.12,90.6,96.76,6.49,0.0,7.95,7.29,2.83,0.0,0.0,0.0,0.0,0.0
2014,54599,Ragonvalia,54,Norte de Santander,3801.0,Norte de Santander (ETC),1462,55.61,85.76,74.19,79.67,65.76,44.17,64.84,54.39,72.54,58.42,64.43,24.85,25.0,2.56,,1.4,5.79,0.9,97.21,0.0,98.13,94.21,99.1,0.23,0.0,0.47,0.0,0.0,0.58,0.0,1.17,0.0,0.0
2020,50577,Puerto Lleras,50,Meta,3796.0,Meta (ETC),2486,69.35,69.35,42.93,67.58,57.76,23.81,73.89,65.45,85.36,78.41,40.71,,,1.69,1.6,0.69,2.33,4.93,85.0,0.8,88.61,78.11,83.1,13.31,0.8,10.7,19.57,11.97,5.56,0.0,4.95,8.07,2.82
2018,13030,Altos del Rosario,13,Bolívar,3767.0,Bolívar (ETC),3006,69.54,76.65,49.61,74.94,50.15,25.82,88.89,94.88,106.17,77.68,63.93,,,2.26,2.49,1.8,3.18,2.02,90.74,2.49,89.6,89.74,95.55,6.99,2.49,8.6,7.08,2.43,1.31,1.24,1.72,1.01,0.0
2014,70215,Corozal,70,Sucre,3813.0,Sucre (ETC),13603,103.01,83.49,50.83,76.19,75.37,44.64,123.33,127.87,133.01,115.25,114.32,27.7,63.16,6.08,0.92,5.81,7.53,6.81,85.91,0.58,88.25,79.63,85.39,8.02,0.58,5.94,12.84,7.81,0.19,0.17,0.2,0.18,0.18
2014,41524,Palermo,41,Huila,3790.0,Huila (ETC),7477,80.51,91.69,72.98,85.84,76.86,53.7,87.74,74.84,95.83,90.53,67.79,26.28,9.62,3.47,0.85,2.39,5.11,4.85,95.98,0.0,97.49,94.34,92.12,0.55,0.0,0.12,0.55,3.03,1.87,0.56,2.22,2.05,0.4
2022,54206,Convención,54,Norte de Santander,3801.0,Norte de Santander (ETC),4987,95.67,95.67,57.21,96.59,69.7,37.55,108.56,94.05,125.9,105.05,76.5,,,4.08,5.35,4.52,3.14,3.56,88.74,0.0,87.63,89.49,87.33,7.18,0.0,7.85,7.37,9.11,7.12,0.24,9.38,6.21,3.11
2015,25040,Anolaima,25,Cundinamarca,3785.0,Cundinamarca (ETC),2362,109.4,109.36,60.5,100.1,95.47,68.03,126.76,100.5,120.88,140.88,126.5,12.82,31.43,2.25,5.49,1.02,3.43,1.33,97.64,0.0,98.98,96.57,97.87,0.12,0.0,0.0,0.0,0.8,0.63,0.0,0.37,1.22,0.27
2017,19573,Puerto Tejada,19,Cauca,3777.0,Cauca (ETC),9420,91.2,91.22,45.23,91.47,74.97,41.06,107.32,89.15,117.61,112.09,83.01,24.968000000000004,4.35,2.08,2.8,1.99,2.17,1.73,92.02,1.72,94.02,88.09,93.75,5.9,1.72,3.99,9.74,4.52,0.26,0.22,0.23,0.35,0.13
2018,44847,Uribia,44,La Guajira,4460.0,Uribia,45639,69.51,81.24,61.54,90.48,27.2,5.76,94.5,115.6,148.48,56.25,24.38,,,2.88,3.39,2.37,4.57,1.71,87.9,0.88,87.02,85.63,92.8,9.23,0.88,10.62,9.8,5.48,9.04,6.13,11.24,4.42,1.85
2011,15272,Firavitoba,15,Boyacá,3769.0,Boyacá (ETC),1237,74.21,74.2,50.0,69.7,66.5,54.3,83.6,61.0,77.0,99.5,80.2,20.1,58.33,1.24,,0.75,1.8,1.76,95.24,0.0,97.01,94.01,91.76,3.52,0.0,2.24,4.19,6.47,0.1,0.0,0.25,0.0,0.0
2022,70708,San Marcos,70,Sucre,3813.0,Sucre (ETC),13765,93.16,93.13,69.1,88.94,72.67,44.65,104.09,129.89,110.85,102.51,78.62,,,4.63,3.75,3.81,6.09,4.19,87.67,0.08,88.2,84.03,89.01,7.7,0.08,7.99,9.88,6.79,4.06,0.77,4.67,5.05,1.83
2022,25181,Choachí,25,Cundinamarca,3785.0,Cundinamarca (ETC),2054,91.48,91.48,54.38,82.03,82.22,75.69,108.91,80.63,91.8,117.07,144.75,,,1.41,3.1,0.79,1.34,2.27,94.61,1.55,95.78,92.71,95.45,3.97,1.55,3.43,5.95,2.27,6.59,0.78,7.64,8.33,3.13
2017,68689,San Vicente de Chucurí,68,Santander,3808.0,Santander (ETC),7611,78.1,78.1,46.22,73.61,67.84,44.0,87.85,74.02,88.18,97.0,75.6,27.04,30.93,3.66,4.42,1.84,5.57,4.51,90.55,2.32,92.4,88.11,88.86,5.79,2.32,5.76,6.32,6.63,1.06,0.63,1.08,1.27,0.66
2021,41006,Acevedo,41,Huila,3.79,Huila (ETC),6.625,114.23,114.23,85.92,114.93,100.55,51.69,125.68,119.79,134.68,136.32,83.08,,,7.54,4.02,5.28,11.3,8.76,85.94,0.3,88.65,79.72,85.5,6.52,0.3,6.06,8.98,5.75,4.63,0.15,3.57,7.5,3.83
2019,47318,Guamal,47,Magdalena,3794.0,Magdalena (ETC),6650,101.01,101.01,54.5,91.4,81.72,46.43,114.87,119.24,121.14,118.01,89.04,,,2.97,6.13,2.01,3.69,2.17,93.04,0.0,94.73,89.91,94.97,4.0,0.0,3.26,6.4,2.86,3.18,5.51,3.61,2.79,0.91
2021,15442,Maripí,15,Boyacá,3.7689999999999997,Boyacá (ETC),1.159,74.72,74.72,63.95,70.45,64.29,54.0,80.85,83.72,79.44,83.25,78.0,,,1.95,1.39,1.35,1.22,5.26,95.56,0.0,96.23,95.73,92.11,2.49,0.0,2.43,3.05,2.63,5.53,0.0,3.77,7.93,7.24
2015,54518,Pamplona,54,Norte de Santander,3801.0,Norte de Santander (ETC),12206,66.99,66.93,55.58,72.43,58.84,28.98,81.7,85.32,90.6,84.06,62.74,23.89,19.15,1.5,1.83,1.14,2.02,1.06,95.04,1.1,96.58,93.07,94.51,3.45,1.1,2.28,4.9,4.43,3.29,1.65,1.56,5.09,4.62
2019,50287,Fuente de Oro,50,Meta,3796.0,Meta (ETC),2728,91.35,91.35,71.5,91.14,71.34,47.51,98.94,93.93,109.57,96.79,79.83,,,2.81,2.2,2.26,4.56,0.61,92.11,0.0,95.64,84.09,96.96,5.08,0.0,2.1,11.35,2.43,0.35,0.0,0.08,0.7,0.61
2011,13248,El Guamo,13,Bolívar,3767.0,Bolívar (ETC),1784,85.54,85.5,53.4,88.0,56.3,33.8,99.0,67.8,119.4,94.3,73.7,21.52,62.5,2.52,,1.2,3.98,5.26,97.42,0.0,98.8,95.83,94.74,0.06,0.0,0.0,0.19,0.0,4.44,0.0,4.33,7.02,0.48
2015,41615,Rivera,41,Huila,3790.0,Huila (ETC),4075,117.28,117.25,58.0,116.36,105.61,58.91,133.77,87.71,147.34,141.99,104.84,24.32,44.44,4.51,6.18,2.37,7.05,4.37,87.56,0.0,91.94,81.08,86.67,7.93,0.0,5.69,11.87,8.97,6.36,2.32,6.65,8.02,1.61
2021,50124,Cabuyaro,50,Meta,3.7960000000000003,Meta (ETC),1.383,98.41,98.41,74.38,96.48,82.56,37.09,104.48,93.39,115.77,111.04,65.26,,,2.56,1.77,1.74,3.58,3.6,77.02,0.0,84.78,66.8,58.27,20.42,0.0,13.48,29.62,38.13,8.65,0.0,6.09,11.73,17.27
2019,52079,Barbacoas,52,Nariño,3798.0,Nariño (ETC),15545,61.87,61.87,25.74,55.88,34.58,10.11,77.05,53.19,99.43,72.31,39.46,,,2.08,1.2,1.04,4.0,2.92,91.55,1.73,91.76,89.14,95.35,6.37,1.73,7.2,6.87,1.73,0.6,0.13,0.69,0.46,0.93
2015,15109,Buenavista,15,Boyacá,3769.0,Boyacá (ETC),1327,69.1,69.1,51.4,62.32,66.45,39.71,76.87,66.36,71.56,88.67,70.33,24.95,7.69,1.24,,1.02,1.57,1.57,96.19,0.0,95.41,95.54,98.43,2.57,0.0,3.57,2.89,0.0,4.94,0.0,5.36,7.09,0.0
2020,15185,Chitaraque,15,Boyacá,3769.0,Boyacá (ETC),1199,78.98,78.98,79.81,73.11,76.46,45.36,83.15,89.42,81.43,92.66,63.93,,,2.11,1.08,2.14,2.46,1.71,91.07,0.0,97.39,86.07,77.78,6.82,0.0,0.48,11.48,20.51,2.31,0.0,1.66,3.55,2.56
2023,68255,El Playón,68,Santander,3808.0,Santander (ETC),2953,89.64,89.64,71.06,90.01,74.6,45.07,96.14,94.89,104.42,98.7,71.23,,,4.58,3.24,2.82,6.89,5.45,88.87,0.0,93.0,80.59,91.82,6.55,0.0,4.18,12.51,2.73,9.7,3.7,8.29,14.95,3.94
2022,5660,San Luis,5,Antioquia,3758.0,Antioquia (ETC),2971,96.57,96.57,68.52,93.47,80.65,46.28,104.27,77.41,109.52,116.32,79.23,,,3.01,2.39,3.09,3.24,2.34,88.92,0.96,90.25,84.13,92.98,8.07,0.96,6.66,12.64,4.68,5.85,0.0,6.87,6.98,1.33
2018,44560,Manaure,44,La Guajira,3792.0,La Guajira (ETC),26253,79.34,97.51,60.78,99.7,37.13,6.73,116.31,141.71,169.89,79.24,21.64,,,3.27,4.58,2.64,4.53,2.2,95.73,0.4,96.2,94.54,97.28,1.0,0.4,1.15,0.93,0.52,5.11,3.72,5.36,5.68,0.78
2021,73854,Valle de San Juan,73,Tolima,3.815,Tolima (ETC),1.038,91.14,91.14,57.14,85.44,74.86,57.22,97.4,76.62,103.58,99.72,87.22,,,3.56,3.39,4.38,4.16,0.0,89.12,0.0,92.17,85.04,87.26,7.32,0.0,3.46,10.8,12.74,2.37,0.0,1.84,4.16,0.64
2021,5038,Angostura,5,Antioquia,3.758,Antioquia (ETC),2.492,73.96,73.96,45.18,69.37,65.64,40.85,84.03,61.42,84.74,92.8,75.35,,,6.38,5.79,4.97,8.91,4.51,87.14,0.0,83.49,87.55,94.74,6.48,0.0,11.55,3.54,0.75,2.3,0.0,3.81,1.7,0.0
2017,13580,Regidor,13,Bolívar,3767.0,Bolívar (ETC),3006,38.7,38.66,27.03,36.06,24.18,15.99,47.24,64.86,52.08,41.89,35.82,16.256,33.33,1.4,1.19,1.54,1.39,0.92,94.49,13.1,95.24,96.95,95.41,4.11,13.1,3.23,1.66,3.67,1.09,1.19,1.54,0.55,0.0
2011,50270,El Dorado,50,Meta,3796.0,Meta (ETC),917,100.33,100.3,64.6,97.5,82.5,52.5,106.9,70.7,117.0,109.1,94.2,19.86,45.45,5.41,6.9,1.71,11.42,3.05,90.71,1.72,95.72,81.48,95.42,3.88,1.72,2.57,7.1,1.53,0.1,0.0,0.21,0.0,0.0
2022,18756,Solano,18,Caquetá,3775.0,Caquetá (ETC),3246,70.52,70.52,47.22,79.21,41.4,11.0,77.54,81.6,105.64,63.61,26.0,,,5.4,3.4,4.8,7.74,5.0,87.38,0.43,86.75,85.19,89.0,7.23,0.43,8.45,7.07,6.0,6.19,1.28,7.57,5.56,1.0
2023,27135,El Cantón del San Pablo,27,Chocó,3789.0,Chocó (ETC),1647,81.85,81.85,37.76,80.7,68.65,34.51,99.76,71.33,103.66,105.19,93.33,,,7.07,1.96,7.78,6.05,10.53,83.04,0.0,80.97,84.57,77.63,9.89,0.0,11.25,9.38,11.84,8.75,0.98,11.25,8.98,1.32
2015,5234,Dabeiba,5,Antioquia,3758.0,Antioquia (ETC),5849,87.45,87.45,53.8,93.71,58.67,19.05,107.25,71.4,139.43,102.34,58.79,22.96,39.29,3.92,4.76,3.68,4.52,2.31,92.45,0.0,91.5,92.94,95.66,3.63,0.0,4.82,2.53,2.02,0.98,0.0,1.43,0.48,0.29
